nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Oyé,290,300,10
Dampierre-en-Bresse,167,200,33
Mâcon,34040,34300,260
Préty,562,600,38
Bussières,592,600,8
Cronat,570,600,30
Collonge-la-Madeleine,46,100,54
Saint-Vérand,178,200,22
Chalon-sur-Saône,44985,46000,1015
Torpes,394,400,6
Le Puley,86,100,14
Marizy,465,500,35
Saunières,87,100,13
La Loyère,473,500,27
Le Miroir,565,600,35
Saint-Huruge,63,100,37
Saint-Vincent-Bragny,982,1000,18
Montbellet,784,800,16
Sivignon,168,200,32
Charolles,2794,2800,6
Saint-Boil,471,500,29
La Chapelle-du-Mont-de-France,174,200,26
Beauvernois,90,100,10
Gilly-sur-Loire,478,500,22
Saint-Denis-de-Vaux,277,300,23
Donzy-le-Pertuis,157,200,43
Vindecy,260,300,40
Longepierre,183,200,17
Serrigny-en-Bresse,192,200,8
Flacey-en-Bresse,362,400,38
Saint-Maurice-lès-Couches,169,200,31
Tintry,80,100,20
Dompierre-sous-Sanvignes,71,100,29
Allerey-sur-Saône,785,800,15
Bordes,99,100,1
Uchizy,788,800,12
Gueugnon,7512,7800,288
Vitry-lès-Cluny,67,100,33
Saint-Gengoux-de-Scissé,597,600,3
La Chapelle-sous-Uchon,184,200,16
Montcoy,274,300,26
Écuisses,1670,1700,30
La Racineuse,160,200,40
Sampigny-lès-Maranges,162,200,38
Chauffailles,3922,4000,78
Saint-Martin-du-Tartre,158,200,42
Rosey,165,200,35
Toutenant,185,200,15
Dracy-lès-Couches,170,200,30
Baudemont,678,700,22
Bouzeron,152,200,48
Moroges,579,600,21
Sigy-le-Châtel,91,100,9
Charrecey,294,300,6
Saint-Symphorien-de-Marmagne,861,900,39
Varenne-Saint-Germain,675,700,25
Dommartin-lès-Cuiseaux,796,800,4
Blanzy,6633,6700,67
Loisy,585,600,15
Ballore,83,100,17
Saint-Maurice-des-Champs,61,100,39
Tramayes,978,1000,22
Fleurville,478,500,22
Charmoy,271,300,29
Trivy,272,300,28
Anglure-sous-Dun,170,200,30
Saint-Marcelin-de-Cray,182,200,18
Solutré-Pouilly,370,400,30
Mailly,153,200,47
Céron,287,300,13
Davayé,679,700,21
Saint-Eusèbe,1092,1100,8
Ménetreuil,390,400,10
La Clayette,1884,1900,16
Saint-Mard-de-Vaux,279,300,21
Mazille,399,400,1
Saint-Gengoux-le-National,1049,1100,51
Buxy,2182,2200,18
Ciry-le-Noble,2380,2400,20
Bey,796,800,4
Roussillon-en-Morvan,277,300,23
Virey-le-Grand,1281,1300,19
Châtenoy-le-Royal,5906,6000,94
Savianges,76,100,24
Sassangy,169,200,31
Saint-Maurice-en-Rivière,554,600,46
Baudrières,892,900,8
La Chapelle-au-Mans,258,300,42
Autun,14256,14900,644
Saint-Martin-d'Auxy,90,100,10
Épinac,2341,2400,59
Mesvres,789,800,11
Bourbon-Lancy,5260,5300,40
Mervans,1374,1400,26
Cussy-en-Morvan,458,500,42
Chardonnay,187,200,13
Champagnat,496,500,4
Passy,60,100,40
Sainte-Cécile,283,300,17
Maltat,284,300,16
Mont,195,200,5
Malay,250,300,50
Boyer,689,700,11
Nouans,284,300,16
Peray,63,100,37
Valennes,338,400,62
Parigné-le-Pôlin,1079,1100,21
Assé-le-Boisne,898,900,2
Pirmil,481,500,19
Dangeul,498,500,2
La Milesse,2385,2400,15
Saint-Denis-d'Orques,894,900,6
Le Mans,142626,143500,874
Sillé-le-Guillaume,2364,2400,36
Trangé,1385,1400,15
Ligron,481,500,19
Saint-Marceau,493,500,7
Ardenay-sur-Mérize,488,500,12
Poncé-sur-le-Loir,382,400,18
Vancé,340,400,60
Moncé-en-Saosnois,266,300,34
Ancinnes,896,900,4
Gesnes-le-Gandelin,968,1000,32
Saint-Paul-le-Gaultier,294,300,6
Berfay,364,400,36
Livet-en-Saosnois,76,100,24
Pincé,196,200,4
Chassé,174,200,26
Saint-Calez-en-Saosnois,170,200,30
Mamers,5473,5600,127
Poillé-sur-Vègre,654,700,46
Thorée-les-Pins,684,700,16
Dissé-sous-le-Lude,579,600,21
Saint-Rémy-de-Sillé,760,800,40
Allonnes,11064,11100,36
Beaumont-sur-Sarthe,2097,2100,3
Avèze,757,800,43
Yvré-l'Évêque,4375,4400,25
Arthezé,375,400,25
Contilly,144,200,56
Champrond,82,100,18
Saint-Rémy-des-Monts,680,700,20
Parcé-sur-Sarthe,2077,2100,23
Saint-Mars-sous-Ballon,880,900,20
Roullée,249,300,51
Melleray,485,500,15
Ruillé-sur-Loir,1173,1200,27
Sargé-lès-le-Mans,3541,3600,59
Nogent-le-Bernard,899,900,1
Saint-Gervais-de-Vic,383,400,17
Lhomme,910,1000,90
Chantenay-Villedieu,884,900,16
Maresché,869,900,31
Sillé-le-Philippe,1089,1100,11
Vaas,1570,1600,30
Juillé,472,500,28
Saint-Rémy-du-Val,561,600,39
Chérancé,383,400,17
Saint-Symphorien,561,600,39
Louailles,769,800,31
Malicorne-sur-Sarthe,1970,2000,30
Sainte-Osmane,194,200,6
Blèves,95,100,5
Saint-Christophe-en-Champagne,197,200,3
Chahaignes,766,800,34
Vouvray-sur-Loir,796,800,4
Saint-Germain-d'Arcé,382,400,18
Courcival,86,100,14
Saint-Pierre-de-Chevillé,360,400,40
Saint-Maixent,784,800,16
Ballon,1262,1300,38
Jauzé,94,100,6
Sainte-Jamme-sur-Sarthe,2077,2100,23
Grandchamp,166,200,34
Sougé-le-Ganelon,900,1000,100
Dehault,282,300,18
Courgenard,476,500,24
Notre-Dame-du-Pé,588,600,12
Piacé,361,400,39
La Chartre-sur-le-Loir,1461,1500,39
Coulongé,572,600,28
Yvré-le-Pôlin,1872,1900,28
Souligné-sous-Ballon,1160,1200,40
Verneil-le-Chétif,622,700,78
Saint-Calais,3419,3600,181
Marolles-lès-Saint-Calais,275,300,25
Sarcé,292,300,8
Longnes,360,400,40
La Chapelle-Saint-Aubin,2138,2200,62
Saint-Aubin-des-Coudrais,952,1000,48
Vezot,64,100,36
Lavenay,366,400,34
Maisoncelles,193,200,7
Montreuil-le-Henri,256,300,44
Flée,558,600,42
Pruillé-le-Chétif,1248,1300,52
Saint-Ouen-en-Champagne,197,200,3
Marolles-les-Braults,2155,2200,45
Neuvillalais,579,600,21
Bernay-en-Champagne,458,500,42
Étival-lès-le-Mans,2041,2100,59
Sceaux-sur-Huisne,584,600,16
Pezé-le-Robert,365,400,35
Saint-Martin-des-Monts,173,200,27
Mulsanne,4402,4500,98
Épineu-le-Chevreuil,286,300,14
Saint-Jean-des-Échelles,255,300,45
Courgains,597,600,3
Semur-en-Vallon,455,500,45
Pizieux,88,100,12
La Ferté-Bernard,9235,9300,65
Lavardin,740,800,60
Cormes,886,900,14
Fresnay-sur-Sarthe,2173,2200,27
Le Grand-Lucé,2043,2100,57
Conflans-sur-Anille,569,600,31
Bazouges-sur-le-Loir,1195,1200,5
Évaillé,398,400,2
Saint-Georges-le-Gaultier,539,600,61
Saint-Pavace,1855,1900,45
Neuvy-en-Champagne,378,400,22
Montfort-le-Gesnois,3083,3100,17
Thorigné-sur-Dué,1594,1600,6
La Chapelle-aux-Choux,276,300,24
Bonnétable,3994,4100,106
Cogners,195,200,5
Assé-le-Riboul,483,500,17
Domfront-en-Champagne,971,1000,29
La Chapelle-Saint-Rémy,894,900,6
Rouez,781,800,19
Montaillé,585,600,15
Courcemont,680,700,20
Chaufour-Notre-Dame,1097,1100,3
La Chapelle-du-Bois,888,900,12
René,377,400,23
Le Grez,389,400,11
Rahay,195,200,5
Mézières-sur-Ponthouin,673,700,27
Bessé-sur-Braye,2322,2400,78
La Bruère-sur-Loir,266,300,34
Montabon,785,800,15
Tresson,479,500,21
Jupilles,573,600,27
Dureil,68,100,32
Louvigny,183,200,17
Juigné-sur-Sarthe,1184,1200,16
La Flèche,15087,15400,313
Solesmes,1372,1400,28
Aubigné-Racan,2076,2100,24
La Guierche,1086,1100,14
Saint-Georges-de-la-Couée,173,200,27
Crannes-en-Champagne,354,400,46
Soulitré,688,700,12
Thoigné,164,200,36
Le Lude,4049,4100,51
Arçonnay,1852,1900,48
Souvigné-sur-Même,178,200,22
Villaines-sous-Lucé,682,700,18
Lombron,1961,2000,39
Avessé,376,400,24
Beaumont-Pied-de-Bœuf,495,500,5
Neufchâtel-en-Saosnois,978,1000,22
Saint-Pierre-du-Lorouër,375,400,25
Villaines-la-Carelle,171,200,29
Gréez-sur-Roc,384,400,16
Mansigné,1583,1600,17
Mayet,3191,3200,9
Notre-Dame-du-Cruet,188,200,12
Villarodin-Bourget,486,500,14
Crest-Voland,390,400,10
Saint-Vital,667,700,33
La Côte-d'Aime,861,900,39
Meyrieux-Trouet,281,300,19
Allues,1867,1900,33
Villarlurin,297,300,3
La Thuile,285,300,15
Saint-Pierre-de-Soucy,379,400,21
Avanchers-Valmorel,752,800,48
Grésy-sur-Isère,1261,1300,39
La Chapelle-du-Mont-du-Chat,255,300,45
Betton-Bettonet,297,300,3
Montgellafrey,67,100,33
Mâcot-la-Plagne,1782,1800,18
Montricher-Albanne,661,700,39
Puygros,362,400,38
Frontenex,1676,1700,24
Loisieux,185,200,15
Voglans,1681,1700,19
La Chambre,1162,1200,38
Saint-Martin-de-Belleville,2543,2700,157
Saint-Colomban-des-Villards,188,200,12
Saint-Pierre-de-Belleville,174,200,26
Sainte-Hélène-du-Lac,697,700,3
Doucy-en-Bauges,98,100,2
La Bridoire,1187,1200,13
Tournon,560,600,40
Le Noyer,182,200,18
Orelle,365,400,35
Flumet,848,900,52
Aillon-le-Vieux,175,200,25
Apremont,961,1000,39
Montsapey,79,100,21
Saint-Jean-d'Arves,289,300,11
Le Verneil,97,100,3
La Table,385,400,15
Brides-les-Bains,551,600,49
Fourneaux,759,800,41
Saint-Jean-de-Maurienne,8242,8500,258
Monthion,459,500,41
Saint-Marcel,663,700,37
Villard-sur-Doron,661,700,39
Montmélian,4039,4100,61
Arith,375,400,25
Lucey,280,300,20
Feissons-sur-Salins,196,200,4
Lanslevillard,465,500,35
Venthon,587,600,13
Hauteluce,828,900,72
Verthemex,171,200,29
Cevins,679,700,21
Arbin,782,800,18
Challes-les-Eaux,5087,5100,13
La Chapelle-Blanche,528,600,72
Conjux,183,200,17
Montaimont,160,200,40
Jacob-Bellecombette,3968,4200,232
Avressieux,473,500,27
Bassens,3717,3800,83
Traize,281,300,19
Champagny-en-Vanoise,679,700,21
Tours-en-Savoie,851,900,49
Saint-André,480,500,20
Sainte-Foy-Tarentaise,767,800,33
La Trinité,290,300,10
Entremont-le-Vieux,599,600,1
Motz,392,400,8
Saint-Pierre-d'Alvey,282,300,18
Saint-Sorlin-d'Arves,343,400,57
Sainte-Reine,158,200,42
Montvalezan,676,700,24
Albiez-Montrond,381,400,19
Saint-Jean-de-la-Porte,842,900,58
Salins-les-Thermes,947,1000,53
Modane,3495,3800,305
Queige,852,900,48
Aussois,667,700,33
Jarrier,471,500,29
Ontex,91,100,9
Francin,883,900,17
Barberaz,4598,4700,102
La Motte-Servolex,11101,11400,299
Saint-Franc,149,200,51
Saint-Cassin,758,800,42
Saint-Girod,581,600,19
Beaufort,2184,2200,16
Marcieux,185,200,15
Jarsy,284,300,16
Bramans,392,400,8
École,254,300,46
Saint-Pancrace,286,300,14
Villard-Léger,491,500,9
Feissons-sur-Isère,584,600,16
Villargondran,988,1000,12
Coise-Saint-Jean-Pied-Gauthier,1182,1200,18
Saint-Offenge-Dessus,274,300,26
Aiton,1774,1800,26
Saint-Martin-d'Arc,344,400,56
Moutiers,3821,3900,79
Villarembert,261,300,39
Saint-Alban-des-Villards,89,100,11
Saint-Michel-de-Maurienne,2776,2800,24
Vions,394,400,6
Val-d'Isère,1563,1600,37
Marthod,1372,1400,28
Cohennoz,156,200,44
Granier,371,400,29
Notre-Dame-du-Pré,271,300,29
Sollières-Sardières,190,200,10
Marches,2448,2500,52
Valmeinier,432,500,68
Césarches,391,400,9
Montendry,58,100,42
Fontcouverte-la-Toussuire,593,600,7
Verel-de-Montbel,292,300,8
Tignes,2178,2200,22
Andilly,778,800,22
Contamines-Montjoie,1193,1200,7
Mûres,680,700,20
Saxel,394,400,6
Machilly,957,1000,43
Gets,1248,1300,52
Montagny-les-Lanches,590,600,10
Chapeiry,775,800,25
Taninges,3398,3400,2
Megève,3705,3900,195
Menthon-Saint-Bernard,1873,1900,27
Combloux,2080,2100,20
Chavannaz,187,200,13
Duingt,884,900,16
Marnaz,5169,5300,131
Éloise,862,900,38
Clarafond-Arcine,895,900,5
Mésigny,686,700,14
La Clusaz,1874,1900,26
Choisy,1556,1600,44
Leschaux,265,300,35
Alex,985,1000,15
Thollon-les-Mémises,685,700,15
Saint-Jean-d'Aulps,1180,1200,20
Arthaz-Pont-Notre-Dame,1279,1300,21
Aviernoz,776,800,24
Vacheresse,775,800,25
Présilly,681,700,19
Saint-Sigismond,623,700,77
Ayse,1999,2000,1
Chessenaz,181,200,19
La Rivière-Enverse,451,500,49
Lornay,496,500,4
Nancy-sur-Cluses,442,500,58
Fessy,752,800,48
Lully,675,700,25
Novel,53,100,47
Giez,574,600,26
Reyvroz,477,500,23
Allèves,359,400,41
Saint-Ferréol,849,900,51
Neuvecelle,2564,2600,36
Saint-Pierre-en-Faucigny,5872,5900,28
Ville-en-Sallaz,683,700,17
Cernex,897,900,3
Gaillard,11181,11300,119
Marcellaz,775,800,25
Le Sappey,372,400,28
Châtel,1198,1200,2
Saint-Sixt,898,900,2
Sallanches,15531,15600,69
Bogève,1080,1100,20
Demi-Quartier,976,1000,24
Saint-Eustache,467,500,33
Usinens,359,400,41
Cercier,565,600,35
Champanges,858,900,42
La Côte-d'Arbroz,265,300,35
Verchaix,664,700,36
Nonglard,495,500,5
Le Grand-Bornand,2190,2200,10
Vinzier,748,800,52
Chamonix-Mont-Blanc,8972,9000,28
Contamine-sur-Arve,1593,1600,7
La Vernaz,294,300,6
Sallenôves,574,600,26
Étercy,698,700,2
Clefs,580,600,20
Thuile,965,1000,35
Houches,3018,3100,82
Saint-Jean-de-Tholome,879,900,21
Sixt-Fer-à-Cheval,796,800,4
Saint-Gervais-les-Bains,5694,5700,6
Viuz-la-Chiésaz,1262,1300,38
Bonnevaux,250,300,50
La Baume,251,300,49
Cluses,17408,18000,592
Évires,1294,1300,6
Ambilly,5890,5900,10
Rosay,274,300,26
Saint-Riquier-ès-Plains,590,600,10
Rouville,575,600,25
Callengeville,494,500,6
Richemont,483,500,17
Freulleville,355,400,45
Foucarmont,984,1000,16
Torcy-le-Petit,489,500,11
Malleville-les-Grès,155,200,45
Longueil,560,600,40
Sainte-Beuve-en-Rivière,191,200,9
Ernemont-la-Villette,195,200,5
Beuzeville-la-Guérard,183,200,17
Fontaine-en-Bray,159,200,41
Ocqueville,463,500,37
Ourville-en-Caux,1096,1100,4
Grémonville,392,400,8
Le Tilleul,691,700,9
Villequier,754,800,46
Manéglise,1141,1200,59
Haudricourt,465,500,35
Le Tréport,5255,5600,345
Saint-Laurent-de-Brèvedent,1397,1400,3
Bracquemont,880,900,20
Touffreville-sur-Eu,197,200,3
Auzouville-Auberbosc,266,300,34
Mélamare,772,800,28
Saint-Germain-d'Étables,269,300,31
Bierville,273,300,27
Bellencombre,687,700,13
Belmesnil,498,500,2
Normanville,578,600,22
Norville,895,900,5
Saint-Honoré,170,200,30
Fallencourt,192,200,8
Vieux-Manoir,683,700,17
Cléon,5606,5700,94
Notre-Dame-du-Parc,169,200,31
Petiville,1057,1100,43
Le Petit-Quevilly,21898,21900,2
Haussez,285,300,15
Sotteville-sur-Mer,357,400,43
Angiens,569,600,31
Esclavelles,387,400,13
Bois-Héroult,174,200,26
Oissel,11516,11600,84
Louvetot,685,700,15
Aubermesnil-Beaumais,462,500,38
Hautot-sur-Mer,1977,2000,23
Goderville,2891,2900,9
Lintot,460,500,40
Ménerval,191,200,9
Saint-Aubin-sur-Scie,1129,1200,71
Cléville,162,200,38
Sainte-Croix-sur-Buchy,676,700,24
Saint-Gilles-de-Crétot,399,400,1
Neuf-Marché,692,700,8
Roncherolles-sur-le-Vivier,1091,1100,9
Quincampoix,3081,3200,119
Cailleville,259,300,41
Ry,799,800,1
Roumare,1375,1400,25
Cottévrard,393,400,7
Royville,269,300,31
Flamets-Frétils,168,200,32
Anquetierville,361,400,39
Contremoulins,196,200,4
Villers-sous-Foucarmont,193,200,7
Criquiers,676,700,24
Ouville-la-Rivière,549,600,51
Sahurs,1285,1300,15
Saint-Eustache-la-Forêt,1072,1100,28
Étretat,1499,1500,1
Douvrend,489,500,11
Le Houlme,4019,4100,81
Beaussault,388,400,12
Mont-de-l'If,97,100,3
Haucourt,256,300,44
Brémontier-Merval,499,500,1
Elbeuf-en-Bray,398,400,2
Bretteville-Saint-Laurent,173,200,27
La Bouille,780,800,20
Thiouville,277,300,23
Le Grand-Quevilly,24930,25800,870
Villainville,299,300,1
Anceaumeville,699,700,1
Bornambusc,283,300,17
Sorquainville,170,200,30
Doudeville,2568,2600,32
Crasville-la-Mallet,164,200,36
Elbeuf,17178,17200,22
Belbeuf,2011,2100,89
Avesnes-en-Val,272,300,28
Quevillon,594,600,6
Saint-Martin-en-Campagne,1298,1300,2
Beaurepaire,476,500,24
Notre-Dame-de-Bliquetuit,693,700,7
Servaville-Salmonville,1059,1100,41
Morville-sur-Andelle,285,300,15
Hodeng-au-Bosc,585,600,15
Ferrières-en-Bray,1628,1700,72
Saint-Jean-de-la-Neuville,562,600,38
Saint-Aubin-Celloville,970,1000,30
Saint-Rémy-Boscrocourt,770,800,30
Blangy-sur-Bresle,2930,3100,170
Saint-Riquier-en-Rivière,163,200,37
Barentin,12108,12300,192
Drosay,189,200,11
Bénesville,185,200,15
Heugleville-sur-Scie,596,600,4
Yébleron,1375,1400,25
Ectot-l'Auber,582,600,18
Hermeville,373,400,27
Pissy-Pôville,1277,1300,23
Ingouville,248,300,52
Saint-Crespin,284,300,16
Greuville,370,400,30
Incheville,1334,1400,66
Auquemesnil,285,300,15
Maniquerville,477,500,23
Réalcamp,662,700,38
Robertot,189,200,11
Ménonval,192,200,8
Gerponville,382,400,18
Clasville,263,300,37
Millebosc,275,300,25
Foucart,358,400,42
Saint-Mards,187,200,13
Omonville,259,300,41
Sandouville,761,800,39
Claville-Motteville,268,300,32
Grandes-Ventes,1766,1800,34
Sommesnil,89,100,11
Valliquerville,1271,1300,29
Saint-Pierre-Lavis,197,200,3
Le Fossé,478,500,22
Isneauville,2490,2500,10
Saint-Georges-sur-Fontaine,881,900,19
Saint-Paër,1188,1200,12
La Folletière,66,100,34
La Vaupalière,983,1000,17
Bois-l'Évêque,483,500,17
Autigny,276,300,24
Cideville,296,300,4
Envermeu,2082,2100,18
Étainhus,1065,1100,35
Saint-Martin-du-Bec,568,600,32
Ermenouville,160,200,40
Criquetot-sur-Longueville,194,200,6
Saint-Aubin-le-Cauf,899,900,1
Lintot-les-Bois,186,200,14
La Chapelle-sur-Dun,187,200,13
Déville-lès-Rouen,10188,10200,12
Bailleul-Neuville,179,200,21
Maromme,11363,11600,237
Saint-André-sur-Cailly,891,900,9
Saint-Romain-de-Colbosc,3791,3800,9
Bosc-Bordel,440,500,60
Bec-de-Mortagne,686,700,14
Villers-Écalles,1788,1800,12
Hugleville-en-Caux,398,400,2
Saint-Martin-du-Vivier,1740,1800,60
Notre-Dame-de-Gravenchon,8101,8200,99
Varneville-Bretteville,289,300,11
Saint-Laurent-en-Caux,796,800,4
Saint-Martin-aux-Buneaux,671,700,29
Auzouville-l'Esneval,354,400,46
Molagnies,176,200,24
Bretteville-du-Grand-Caux,1278,1300,22
La Chaussée,489,500,11
Bosc-Bérenger,187,200,13
Lestanville,97,100,3
Bosc-le-Hard,1491,1500,9
Parc-d'Anxtot,579,600,21
Thérouldeville,587,600,13
Saint-Nicolas-de-Bliquetuit,564,600,36
La Chapelle-Saint-Ouen,99,100,1
Triquerville,377,400,23
Étalondes,1154,1200,46
Sainte-Marie-des-Champs,1476,1500,24
Caudebec-en-Caux,2279,2300,21
Notre-Dame-de-Bondeville,6987,7100,113
Bailly-en-Rivière,556,600,44
Montmain,1375,1400,25
Grainville-sur-Ry,450,500,50
Saint-Wandrille-Rançon,1176,1200,24
Pommeréval,394,400,6
Vibeuf,646,700,54
Fréville,864,900,36
Saint-Martin-le-Gaillard,296,300,4
Blacqueville,599,600,1
Sept-Meules,154,200,46
Saint-Denis-d'Aclon,162,200,38
Veules-les-Roses,551,600,49
Theuville-aux-Maillots,492,500,8
Saint-Nicolas-de-la-Haie,396,400,4
Le Bourg-Dun,445,500,55
Rainfreville,88,100,12
Aumale,2388,2400,12
Doudeauville,93,100,7
Bosc-Mesnil,287,300,13
Émanville,577,600,23
Bertrimont,238,300,62
Limpiville,348,400,52
Carville-Pot-de-Fer,99,100,1
La Vieux-Rue,463,500,37
Sigy-en-Bray,692,700,8
Sauqueville,359,400,41
Bacqueville-en-Caux,1797,1800,3
La Crique,367,400,33
Fontaine-le-Dun,882,900,18
Longmesnil,61,100,39
Bully,885,900,15
Nesle-Normandeuse,591,600,9
Mont-Saint-Aignan,19341,20000,659
Melleville,272,300,28
Belleville-sur-Mer,785,800,15
Paluel,464,500,36
Manneville-ès-Plains,265,300,35
Serqueux,1014,1100,86
Lamberville,169,200,31
Bonsecours,6567,6800,233
Gouchaupre,173,200,27
Dieppe,31963,33600,1637
Meulers,588,600,12
Estouteville-Écalles,469,500,31
Saint-Jacques-d'Aliermont,365,400,35
Fontaine-la-Mallet,2692,2700,8
Villy-sur-Yères,196,200,4
Sotteville-lès-Rouen,28835,30000,1165
Sasseville,292,300,8
Écalles-Alix,488,500,12
Angerville-la-Martel,898,900,2
Bourville,297,300,3
Vieux-Rouen-sur-Bresle,649,700,51
Morienne,173,200,27
Graimbouville,590,600,10
Neuville-Ferrières,594,600,6
Ricarville-du-Val,158,200,42
Mauny,172,200,28
Grand-Camp,668,700,32
Butot,296,300,4
Mésangueville,172,200,28
Épouville,2788,2800,12
Préaux,1642,1700,58
Le Mesnil-Lieubray,99,100,1
Oudalle,382,400,18
Sassetot-le-Malgardé,97,100,3
Ifs,52,100,48
Cressy,281,300,19
La Bellière,54,100,46
Saint-Aubin-sur-Mer,251,300,49
Grainville-la-Teinturière,1045,1100,55
Longroy,669,700,31
Sainte-Geneviève,284,300,16
Gueutteville,79,100,21
Neufchâtel-en-Bray,4827,4900,73
Bernières,661,700,39
Hénouville,1241,1300,59
Longueville-sur-Scie,996,1000,4
Martigny,478,500,22
Lillebonne,8944,9300,356
Saint-Valery-en-Caux,4434,4500,66
Saint-Ouen-du-Breuil,760,800,40
Sainte-Adresse,7548,7700,152
Bennetot,191,200,9
Raffetot,497,500,3
Hautot-le-Vatois,299,300,1
Moulineaux,894,900,6
Criquebeuf-en-Caux,373,400,27
Fécamp,19207,19400,193
Saint-Martin-au-Bosc,188,200,12
Rétonval,192,200,8
Saint-Pierre-le-Viger,283,300,17
Gonfreville-l'Orcher,9084,9100,16
Ardouval,176,200,24
Ancretteville-sur-Mer,196,200,4
Yport,949,1000,51
Fongueusemare,182,200,18
Vénestanville,178,200,22
Ronchois,187,200,13
Hodeng-Hodenger,274,300,26
Rogerville,1259,1300,41
Bosc-Hyons,399,400,1
Grumesnil,479,500,21
Hautot-sur-Seine,365,400,35
Touffreville-la-Cable,386,400,14
Daubeuf-Serville,381,400,19
Montigny,1143,1200,57
Touffreville-la-Corbeline,769,800,31
Cany-Barville,3056,3100,44
Lucy,168,200,32
Saint-Sauveur-d'Émalleville,1191,1200,9
Saint-Sylvain,185,200,15
Brametot,160,200,40
Turretot,1498,1500,2
Hattenville,670,700,30
Gaillefontaine,1311,1400,89
Beauvoir-en-Lyons,594,600,6
Butot-Vénesville,248,300,52
Bellengreville,461,500,39
Le Havre,175497,178800,3303
Cleuville,170,200,30
Beaubec-la-Rosière,473,500,27
Pierrecourt,484,500,16
Houdetot,171,200,29
Auzouville-sur-Saâne,148,200,52
Saint-Germain-sous-Doue,482,500,18
Bassevelle,352,400,48
Annet-sur-Marne,3239,3300,61
Limoges-Fourches,475,500,25
Isles-les-Meldeuses,771,800,29
Varreddes,1858,1900,42
Avon,13984,14200,216
Saint-Germain-Laxis,497,500,3
Touquin,1095,1100,5
Faÿ-lès-Nemours,478,500,22
Beaumont-du-Gâtinais,1164,1200,36
Blennes,562,600,38
Tigeaux,373,400,27
Noisy-Rudignon,586,600,14
Beton-Bazoches,781,800,19
Cély,1198,1200,2
Cocherel,592,600,8
Beauvoir,189,200,11
Dhuisy,276,300,24
Vernou-la-Celle-sur-Seine,2652,2700,48
Saint-Thibault-des-Vignes,6300,6400,100
Voinsles,576,600,24
Paroy,177,200,23
Mortery,177,200,23
Villemer,676,700,24
Le Mesnil-Amelot,861,900,39
Congis-sur-Thérouanne,1759,1800,41
Thénisy,277,300,23
Forfry,270,300,30
Vert-Saint-Denis,6966,7000,34
Courtacon,198,200,2
Amponville,385,400,15
Nanteau-sur-Lunain,671,700,29
Guermantes,1243,1300,57
Champeaux,768,800,32
Jutigny,576,600,24
Saint-Mammès,3179,3200,21
Montgé-en-Goële,688,700,12
Orly-sur-Morin,671,700,29
Courchamp,152,200,48
Ury,797,800,3
Ormesson,273,300,27
Tousson,367,400,33
Saint-Pierre-lès-Nemours,5617,5700,83
Bréau,351,400,49
Laval-en-Brie,455,500,45
Claye-Souilly,11026,11300,274
Chalautre-la-Petite,563,600,37
Champdeuil,638,700,62
Neufmoutiers-en-Brie,999,1000,1
Villeroy,694,700,6
Sourdun,1430,1600,170
Sablonnières,696,700,4
La Chapelle-Iger,159,200,41
Noyen-sur-Seine,378,400,22
Jouarre,4188,4200,12
Chelles,52779,52800,21
Mauperthuis,486,500,14
Pézarches,386,400,14
Chalautre-la-Grande,689,700,11
Saint-Sauveur-sur-École,1088,1100,12
Fontainebleau,15107,15400,293
Treuzy-Levelay,460,500,40
Baby,85,100,15
Bombon,908,1000,92
Saint-Méry,389,400,11
Saint-Rémy-la-Vanne,994,1000,6
Othis,6471,6500,29
Boissise-le-Roi,3572,3600,28
Marchémoret,554,600,46
Mons-en-Montois,482,500,18
Saint-Loup-de-Naud,894,900,6
Lizines,168,200,32
Mousseaux-lès-Bray,692,700,8
Voisenon,1046,1100,54
Clos-Fontaine,257,300,43
Gironville,179,200,21
Châtres,579,600,21
Boisdon,92,100,8
Vanvillé,169,200,31
Quiers,678,700,22
Fresnes-sur-Marne,654,700,46
Rouilly,486,500,14
Villemareuil,396,400,4
Burcy,148,200,52
Melz-sur-Seine,375,400,25
Ichy,164,200,36
Guercheville,285,300,15
Fontaine-Fourches,596,600,4
Sancy,384,400,16
Saints,1281,1300,19
Charmentray,261,300,39
Marêts,153,200,47
Esmans,886,900,14
Villenauxe-la-Petite,487,500,13
Aulnoy,386,400,14
Lescherolles,481,500,19
Champagne-sur-Seine,6485,6500,15
Vaux-le-Pénil,10866,11300,434
Sigy,47,100,53
Chailly-en-Bière,1997,2100,103
Saint-Germain-sur-École,359,400,41
Barbizon,1346,1500,154
Coutençon,285,300,15
Pringy,2498,2600,102
Ozoir-la-Ferrière,20268,20500,232
Tournan-en-Brie,8054,8200,146
Saint-Just-en-Brie,244,300,56
Boulancourt,366,400,34
Rampillon,795,800,5
Villuis,256,300,44
Montigny-Lencoup,1275,1300,25
Mondreville,364,400,36
Saint-Soupplets,3249,3300,51
Héricy,2548,2600,52
Messy,1089,1100,11
Argentières,388,400,12
Souppes-sur-Loing,5561,5700,139
Frétoy,155,200,45
Lognes,14560,15000,440
Saint-Brice,693,800,107
Changis-sur-Marne,1062,1100,38
La Chapelle-la-Reine,2596,2600,4
Solers,1253,1300,47
Chevru,1088,1100,12
Chamigny,1264,1300,36
Villebéon,457,500,43
Moret-sur-Loing,4330,4400,70
