nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Germigny-sous-Coulombs,199,200,1
Everly,591,600,9
Recloses,699,700,1
Reuil-en-Brie,842,900,58
Thorigny-sur-Marne,9220,9400,180
Poigny,499,500,1
Bourron-Marlotte,2712,2800,88
Montereau-sur-le-Jard,563,600,37
Vulaines-lès-Provins,65,100,35
Grisy-sur-Seine,98,100,2
Fontains,263,300,37
Mouy-sur-Seine,364,400,36
Cannes-Écluse,2566,2600,34
Montcourt-Fromonville,2090,2100,10
Saint-Fiacre,384,400,16
Lissy,190,200,10
Nandy,5814,5900,86
Amillis,774,800,26
Blandy,760,800,40
Le Pin,1183,1200,17
Gesvres-le-Chapitre,169,200,31
Saint-Mars-Vieux-Maisons,268,300,32
Chartronges,279,300,21
Le Mée-sur-Seine,20609,20800,191
Bussières,461,500,39
Moussy-le-Vieux,1014,1100,86
La Grande-Paroisse,2591,2600,9
Veneux-les-Sablons,4799,4800,1
Barbey,193,200,7
La Madeleine-sur-Loing,337,400,63
Montigny-sur-Loing,2791,2800,9
Saint-Barthélemy,386,400,14
Coupvray,2705,2800,95
Douy-la-Ramée,290,300,10
Dormelles,882,900,18
Trocy-en-Multien,274,300,26
Grandpuits-Bailly-Carrois,992,1000,8
Citry,797,800,3
Mitry-Mory,18499,18500,1
Iverny,588,600,12
Nanteuil-sur-Marne,474,500,26
Samois-sur-Seine,2097,2100,3
Le Plessis-Placy,269,300,31
Vieux-Champagne,180,200,20
Pierre-Levée,466,500,34
Saint-Ouen-sur-Morin,559,600,41
May-en-Multien,883,900,17
Villeneuve-le-Comte,1778,1800,22
La Croix-en-Brie,667,700,33
Boitron,393,400,7
Écuelles,2479,2500,21
Fublaines,1186,1200,14
Chenoise,1290,1300,10
Villiers-sous-Grez,750,800,50
Saint-Jean-les-Deux-Jumeaux,1107,1200,93
Croissy-Beaubourg,2010,2100,90
Nantouillet,267,300,33
Lésigny,7442,7500,58
Villecerf,738,800,62
Féricy,593,600,7
Chambourcy,5872,6000,128
Orcemont,847,900,53
Adainville,759,800,41
Le Vésinet,16249,16300,51
Bailly,3914,4000,86
Maurepas,18679,18800,121
Saint-Léger-en-Yvelines,1484,1500,16
Montchauvet,288,300,12
Béhoust,476,500,24
Feucherolles,2908,3000,92
Brueil-en-Vexin,687,700,13
Bourdonné,490,500,10
Soindres,597,600,3
Évecquemont,786,800,14
Flexanville,574,600,26
Hargeville,397,400,3
Mureaux,30859,32300,1441
Fourqueux,4085,4100,15
Sartrouville,51150,51400,250
Rosay,385,400,15
La Verrière,5993,6100,107
Aulnay-sur-Mauldre,1158,1200,42
Croissy-sur-Seine,10048,10100,52
Médan,1456,1500,44
Montainville,561,600,39
Triel-sur-Seine,11598,11900,302
Autouillet,474,500,26
Courgent,378,400,22
Ecquevilly,3931,4200,269
Morainvilliers,2399,2400,1
Achères,19626,19700,74
Neauphlette,890,900,10
Boinvilliers,268,300,32
Bouafle,2132,2200,68
Fontenay-Saint-Père,995,1000,5
Follainville-Dennemont,1846,1900,54
Auffreville-Brasseuil,586,600,14
Millemont,251,300,49
Marly-le-Roi,16614,16900,286
Boissets,272,300,28
Davron,340,400,60
Sailly,379,400,21
Longnes,1467,1500,33
Ablis,3287,3300,13
Verneuil-sur-Seine,15178,15400,222
Andrésy,12174,12200,26
Bazoches-sur-Guyonne,591,600,9
Jumeauville,592,600,8
La Villeneuve-en-Chevrie,568,600,32
Flins-Neuve-Église,164,200,36
Limetz-Villez,1891,1900,9
L'Étang-la-Ville,4769,4800,31
Mondreville,369,400,31
Chavenay,1863,1900,37
Saint-Rémy-l'Honoré,1384,1400,16
Saint-Cyr-l'École,17401,17600,199
La Boissière-École,769,800,31
Bonnelles,1913,2000,87
Garancières,2382,2400,18
Versailles,86110,86700,590
Vaux-sur-Seine,4813,4900,87
Gambaiseuil,69,100,31
Guyancourt,27966,28600,634
Buc,5312,5400,88
Sonchamp,1577,1600,23
Vernouillet,9399,9400,1
Fontenay-le-Fleury,12732,12800,68
Crespières,1574,1600,26
Le Chesnay,28975,29300,325
Méricourt,391,400,9
Rocquencourt,3215,3300,85
Louveciennes,7245,7300,55
Maule,5801,5900,99
Mesnuls,874,900,26
Boissy-sans-Avoir,586,600,14
Prunay-le-Temple,394,400,6
Saint-Germain-en-Laye,40481,40900,419
Aubergenville,12020,12100,80
Voisins-le-Bretonneux,11730,12100,370
Auteuil,858,900,42
Villepreux,9871,9900,29
Osmoy,382,400,18
Montigny-le-Bretonneux,33337,34000,663
Noisy-le-Roi,7811,8000,189
Élancourt,26829,27300,471
Vert,788,800,12
Herbeville,287,300,13
Saint-Forget,474,500,26
Juziers,3773,3800,27
Gaillon-sur-Montcient,665,700,35
Viroflay,15905,16100,195
Villennes-sur-Seine,5085,5100,15
Le Tremblay-sur-Mauldre,969,1000,31
Clairefontaine-en-Yvelines,790,800,10
Aigremont,1099,1100,1
La Hauteville,176,200,24
Saint-Rémy-lès-Chevreuse,7922,8000,78
Houdan,3289,3300,11
Rochefort-en-Yvelines,960,1000,40
Chapet,1180,1200,20
Andelu,493,500,7
Frontenay-Rohan-Rohan,2982,3000,18
Chenay,485,500,15
Ensigné,283,300,17
Montalembert,274,300,26
Lezay,2066,2100,34
Groseillers,67,100,33
Ménigoute,878,900,22
Loubillé,378,400,22
Saint-Rémy,1027,1100,73
Magné,2820,2900,80
Limalonges,873,900,27
Avon,79,100,21
La Chapelle-Pouilloux,192,200,8
Chef-Boutonne,2126,2200,74
Missé,863,900,37
Marigny,891,900,9
Niort,57325,58100,775
Assais-les-Jumeaux,771,800,29
Saint-Léger-de-la-Martinière,986,1000,14
Villefollet,199,200,1
Saint-Loup-Lamairé,942,1000,58
Saint-Jean-de-Thouars,1344,1400,56
Neuvy-Bouin,486,500,14
Saint-André-sur-Sèvre,646,700,54
Ulcot,58,100,42
Fontenille-Saint-Martin-d'Entraigues,591,600,9
Saint-Christophe-sur-Roc,593,600,7
Saint-Maixent-l'École,7483,7500,17
Fenioux,688,700,12
Massais,572,600,28
Le Chillou,182,200,18
Saint-Hilaire-la-Palud,1597,1600,3
Épannes,775,800,25
Lusseray,166,200,34
Sepvret,583,600,17
Coutières,156,200,44
Saint-Romans-lès-Melle,682,700,18
Prailles,658,700,42
Brûlain,683,700,17
Lorigné,279,300,21
Villiers-en-Bois,144,200,56
Sainte-Eanne,671,700,29
Airvault,3074,3100,26
Brion-près-Thouet,757,800,43
Saint-Marc-la-Lande,359,400,41
Azay-sur-Thouet,1098,1100,2
Alleuds,296,300,4
Bougon,184,200,16
Nanteuil,1670,1700,30
Coulonges-sur-l'Autize,2373,2400,27
Villemain,167,200,33
Hanc,257,300,43
Cirières,963,1000,37
Le Retail,263,300,37
Saint-Varent,2496,2500,4
Thénezay,1476,1500,24
Vausseroux,350,400,50
Ardilleux,165,200,35
Pas-de-Jeu,395,400,5
Loubigné,162,200,38
Mazières-en-Gâtine,969,1000,31
Taizé,777,800,23
Sainte-Radegonde,1955,2000,45
Irais,199,200,1
Lageon,368,400,32
Scillé,380,400,20
Le Breuil-Bernard,472,500,28
Saint-Martin-lès-Melle,871,900,29
Saint-Jacques-de-Thouars,464,500,36
Pamplie,273,300,27
Villiers-sur-Chizé,165,200,35
Reffannes,374,400,26
Saurais,188,200,12
Chanteloup,986,1000,14
Saint-Martin-de-Bernegoue,793,800,7
La Peyratte,1145,1200,55
Thouars,9822,9900,78
Sciecq,582,600,18
Souvigné,869,900,31
Saint-Lin,365,400,35
Pouffonds,374,400,26
Maisontiers,185,200,15
Cersay,999,1000,1
Beaulieu-sous-Parthenay,664,700,36
Saint-Aubin-le-Cloud,1760,1800,40
Mairé-Levescault,569,600,31
Boisserolles,62,100,38
Saint-Pierre-des-Échaubrognes,1371,1400,29
Saint-Amand-sur-Sèvre,1287,1300,13
Vançais,266,300,34
Saint-Jouin-de-Marnes,585,600,15
Sainte-Gemme,380,400,20
Exoudun,589,600,11
Pougne-Hérisson,372,400,28
Messé,178,200,22
Pamproux,1678,1700,22
La Bataille,77,100,23
Saint-Coutant,261,300,39
Paizay-le-Tort,476,500,24
Saint-Romans-des-Champs,177,200,23
Asnières-en-Poitou,193,200,7
Pers,75,100,25
Montravers,379,400,21
La Couarde,262,300,38
Crézières,55,100,45
Bessines,1589,1600,11
Béceleuf,698,700,2
Brie,199,200,1
Oiron,961,1000,39
Caunay,167,200,33
Sainte-Verge,1438,1500,62
La Chapelle-Saint-Laurent,1854,1900,46
Sainte-Soline,348,400,52
Thorigny-sur-le-Mignon,85,100,15
Maisonnay,258,300,42
La Forêt-sur-Sèvre,2294,2300,6
Aubigny,178,200,22
Vouhé,368,400,32
Paizay-le-Chapt,265,300,35
Moyenneville,679,700,21
Mailly-Raineval,243,300,57
Méricourt-l'Abbé,571,600,29
Mézerolles,199,200,1
Balâtre,84,100,16
Fontaine-sur-Maye,152,200,48
Biaches,380,400,20
Ignaucourt,91,100,9
Saint-Maulvis,258,300,42
Quevauvillers,1099,1100,1
Berneuil,264,300,36
Clairy-Saulchoix,388,400,12
Avesnes-Chaussoy,69,100,31
Tailly,62,100,38
Barly,167,200,33
Bernes,299,300,1
Miannay,553,600,47
Vauchelles-les-Quesnoy,871,900,29
Lucheux,593,600,7
Béhencourt,355,400,45
Saint-Riquier,1261,1300,39
Louvrechy,199,200,1
Forceville,171,200,29
Quend,1381,1400,19
Saint-Gratien,369,400,31
Oisemont,1189,1200,11
Port-le-Grand,288,300,12
Bettembos,98,100,2
Malpart,66,100,34
Mouflers,87,100,13
Cerisy,481,500,19
Lihons,384,400,16
Harponville,168,200,32
Guyencourt-sur-Noye,164,200,36
Bourdon,383,400,17
Tilloy-lès-Conty,256,300,44
Frettemeule,295,300,5
Champien,295,300,5
Le Boisle,392,400,8
Sauvillers-Mongival,186,200,14
Thézy-Glimont,467,500,33
Framicourt,169,200,31
Dominois,195,200,5
Millencourt-en-Ponthieu,375,400,25
Bray-sur-Somme,1238,1300,62
Hallu,173,200,27
Bazentin,76,100,24
Bacouel-sur-Selle,474,500,26
Guillaucourt,387,400,13
Tilloloy,369,400,31
Vron,860,900,40
Hem-Hardinval,364,400,36
Inval-Boiron,93,100,7
Boismont,462,500,38
Monchy-Lagache,681,700,19
Neufmoulin,348,400,52
Arrest,869,900,31
Halloy-lès-Pernois,367,400,33
Bellancourt,480,500,20
Noyelles-en-Chaussée,259,300,41
Sailly-Saillisel,495,500,5
Morvillers-Saint-Saturnin,394,400,6
Senlis-le-Sec,283,300,17
Ville-sur-Ancre,279,300,21
Chuignolles,158,200,42
Louvencourt,268,300,32
Treux,243,300,57
Grattepanche,293,300,7
Péronne,7887,8100,213
Montonvillers,95,100,5
Hervilly,175,200,25
Pertain,382,400,18
Daours,773,800,27
Y,85,100,15
Bosquel,295,300,5
Beaucamps-le-Jeune,191,200,9
Ault,1697,1800,103
Bernaville,1094,1100,6
Morlancourt,365,400,35
Beaucamps-le-Vieux,1437,1500,63
Neuville-Coppegueule,583,600,17
Soyécourt,185,200,15
Grivillers,65,100,35
Arry,193,200,7
Talmas,1093,1100,7
Verpillières,166,200,34
Coisy,286,300,14
Rubempré,762,800,38
Chaussoy-Epagny,585,600,15
Aigneville,845,900,55
Le Cardonnois,99,100,1
Laucourt,176,200,24
Picquigny,1357,1400,43
Tincourt-Boucly,384,400,16
Éclusier-Vaux,88,100,12
Querrieu,673,700,27
Brassy,66,100,34
Harbonnières,1470,1500,30
Courcelles-sous-Thoix,53,100,47
Crémery,155,200,45
Buire-Courcelles,245,300,55
Villers-Campsart,137,200,63
Marquivillers,155,200,45
Carrépuis,288,300,12
Hornoy-le-Bourg,1664,1700,36
Licourt,395,400,5
Faverolles,155,200,45
Thennes,470,500,30
Salouël,4186,4500,314
Rancourt,185,200,15
Éterpigny,176,200,24
Moyencourt-lès-Poix,164,200,36
Estrées-sur-Noye,281,300,19
Sailly-le-Sec,356,400,44
Beaufort-en-Santerre,188,200,12
Thory,172,200,28
Jumel,358,400,42
Roiglise,174,200,26
Villers-Tournelle,161,200,39
Courtemanche,96,100,4
Sourdon,283,300,17
Aubigny,496,500,4
Bayencourt,83,100,17
Cerisy-Buleux,256,300,44
Ételfay,391,400,9
Boussicourt,78,100,22
Franqueville,167,200,33
Bonneville,346,400,54
Tertry,182,200,18
Épagne-Épagnette,577,600,23
Plachy-Buyon,892,900,8
Nesle-l'Hôpital,171,200,29
Wargnies,93,100,7
La Chaussée-Tirancourt,661,700,39
Villers-Bretonneux,4187,4200,13
Bécordel-Bécourt,164,200,36
Saigneville,393,400,7
Vergies,193,200,7
Liercourt,349,400,51
Riencourt,183,200,17
Quivières,170,200,30
Estrées-lès-Crécy,382,400,18
Buigny-lès-Gamaches,386,400,14
Éplessier,382,400,18
Woincourt,1450,1500,50
Ferrières,460,500,40
Sancourt,268,300,32
Yvrencheux,159,200,41
Rouvrel,272,300,28
Foucaucourt-en-Santerre,285,300,15
Bonnay,250,300,50
Montigny-les-Jongleurs,84,100,16
Rouvroy-en-Santerre,198,200,2
Vraignes-lès-Hornoy,87,100,13
Nampont,251,300,49
Camps-en-Amiénois,174,200,26
Le Meillard,168,200,32
Foucaucourt-Hors-Nesle,72,100,28
Longuevillette,77,100,23
Lesbœufs,157,200,43
Vrély,455,500,45
Domléger-Longvillers,284,300,16
Embreville,578,600,22
Hénencourt,192,200,8
Cannessières,85,100,15
Courcelles-au-Bois,86,100,14
Beauchamps,1056,1100,44
Esmery-Hallon,788,800,12
Bovelles,391,400,9
Roisel,1773,1800,27
Ramburelles,256,300,44
Ailly-sur-Somme,3157,3200,43
Huchenneville,663,700,37
Gratibus,169,200,31
Ailly-le-Haut-Clocher,895,900,5
Heilly,381,400,19
Brutelles,186,200,14
Maizicourt,191,200,9
Boisbergues,83,100,17
Dury,1267,1300,33
Prouzel,483,500,17
Frise,182,200,18
Léalvillers,181,200,19
Villers-sous-Ailly,189,200,11
Longueval,282,300,18
Flers,169,200,31
Flesselles,2066,2100,34
Bailleul,278,300,22
Démuin,495,500,5
Saulchoy-sous-Poix,53,100,47
Briquemesnil-Floxicourt,158,200,42
Driencourt,90,100,10
Erches,169,200,31
Camon,4590,4600,10
Méharicourt,578,600,22
Lamotte-Buleux,350,400,50
Oneux,382,400,18
Bouchoir,285,300,15
Drucat,866,900,34
Billancourt,183,200,17
Authieule,364,400,36
Forceville-en-Vimeu,268,300,32
Ham,4991,5200,209
Fouquescourt,162,200,38
Aizecourt-le-Bas,58,100,42
Moislains,1257,1300,43
Longpré-les-Corps-Saints,1664,1700,36
Longavesnes,85,100,15
Hyencourt-le-Grand,86,100,14
Frémontiers,147,200,53
Marché-Allouarde,71,100,29
Yzeux,265,300,35
Fresnoy-Andainville,97,100,3
Saint-Léger-sur-Bresle,84,100,16
Marchélepot,468,500,32
Gauville,385,400,15
Wiencourt-l'Équipée,256,300,44
Saint-Léger-lès-Domart,1870,1900,30
Vauvillers,275,300,25
Thièvres,61,100,39
Fourcigny,179,200,21
Ribemont-sur-Ancre,611,700,89
Francières,190,200,10
Pierregot,250,300,50
Mesnil-Saint-Georges,178,200,22
Offignies,66,100,34
Andechy,265,300,35
Agenvillers,193,200,7
Favières,457,500,43
Domart-en-Ponthieu,1171,1200,29
Bouchon,153,200,47
Mouflières,94,100,6
Long,658,700,42
Fressenneville,2257,2300,43
Herbécourt,194,200,6
Le Quesne,286,300,14
Aizecourt-le-Haut,81,100,19
Gapennes,257,300,43
Morcourt,274,300,26
Neslette,90,100,10
Devise,53,100,47
Punchy,78,100,22
Grivesnes,365,400,35
Fins,280,300,20
Machiel,160,200,40
Remiencourt,186,200,14
Mametz,165,200,35
Surcamps,72,100,28
Tœufles,275,300,25
Avelesges,48,100,52
Martainneville,396,400,4
Dommartin,352,400,48
Ablaincourt-Pressoir,265,300,35
Corbie,6388,6400,12
Maison-Ponthieu,280,300,20
Belloy-Saint-Léonard,86,100,14
Le Titre,384,400,16
Meigneux,162,200,38
Barleux,264,300,36
Assainvillers,144,200,56
Guerbigny,263,300,37
Rumigny,581,600,19
Bouvincourt-en-Vermandois,154,200,46
Chipilly,187,200,13
Saint-Germain-sur-Bresle,196,200,4
Méricourt-sur-Somme,191,200,9
Brouchy,567,600,33
Belloy-en-Santerre,166,200,34
Bergicourt,159,200,41
Vaire-sous-Corbie,269,300,31
La Neuville-Sire-Bernard,271,300,29
Hardecourt-aux-Bois,72,100,28
Estrébœuf,260,300,40
Cagny,1252,1300,48
Beaucourt-en-Santerre,175,200,25
Berteaucourt-les-Dames,1165,1200,35
Marlers,146,200,54
Laleu,98,100,2
L'Échelle-Saint-Aurin,54,100,46
Beaucourt-sur-l'Ancre,98,100,2
Suzanne,188,200,12
Goyencourt,95,100,5
Tours-en-Vimeu,881,900,19
Rambures,393,400,7
Grandcourt,188,200,12
Dromesnil,96,100,4
Breilly,469,500,31
Eppeville,1861,1900,39
Velennes,151,200,49
Beaumont-Hamel,188,200,12
Quesnoy-sur-Airaines,437,500,63
Mesnil-Domqueur,95,100,5
Noyelles-sur-Mer,773,800,27
Saint-Christ-Briost,463,500,37
Colincamps,92,100,8
Mareuil-Caubert,895,900,5
Terramesnil,284,300,16
Quesnoy-le-Montant,584,600,16
Glisy,570,600,30
Saint-Léger-lès-Authie,90,100,10
Senarpont,676,700,24
Bayonvillers,355,400,45
Laviéville,155,200,45
Creuse,190,200,10
Brocourt,96,100,4
Grouches-Luchuel,598,600,2
Sorel,173,200,27
Authuille,170,200,30
Lawarde-Mauger-l'Hortoy,182,200,18
Amiens,133448,134400,952
Assevillers,287,300,13
Yzengremer,556,600,44
Conteville,195,200,5
Neuville-au-Bois,172,200,28
Albert,9774,9800,26
Bougainville,451,500,49
La Neuville-lès-Bray,270,300,30
Oust-Marest,646,700,54
Cayeux-sur-Mer,2736,2900,164
Ayencourt,173,200,27
Béthencourt-sur-Mer,1042,1100,58
Poulainville,1271,1300,29
Raincheval,293,300,7
Villers-Faucon,658,700,42
Hesbécourt,57,100,43
Lamaronde,73,100,27
Nurlu,385,400,15
Aubercourt,73,100,27
Pissy,288,300,12
Bussy-lès-Poix,94,100,6
Ginchy,66,100,34
Vadencourt,99,100,1
Vaux-Marquenneville,77,100,23
Maricourt,166,200,34
Blangy-sous-Poix,193,200,7
Saint-Mard,194,200,6
Hamelet,473,500,27
Le Mesge,187,200,13
Frettecuisse,72,100,28
Montagne-Fayel,169,200,31
Vraignes-en-Vermandois,165,200,35
Domqueur,290,300,10
Sains-en-Amiénois,1170,1200,30
Molliens-Dreuil,844,900,56
Ochancourt,278,300,22
Humbercourt,255,300,45
Lignières-Châtelain,339,400,61
Dreuil-lès-Amiens,1273,1300,27
Tilloy-Floriville,387,400,13
Sainte-Segrée,59,100,41
La Chavatte,62,100,38
Chapelle,68,100,32
Contay,368,400,32
Cappy,540,600,60
Le Crotoy,2219,2300,81
Maucourt,158,200,42
Citerne,275,300,25
Mers-les-Bains,2960,3300,340
Biarre,64,100,36
Pont-Remy,1421,1500,79
La Vicogne,253,300,47
Estrées-Mons,569,600,31
Bertangles,585,600,15
Templeux-la-Fosse,143,200,57
Villecourt,62,100,38
Seux,162,200,38
Moulayrès,175,200,25
Rouairoux,369,400,31
Lacapelle-Ségalar,96,100,4
Appelle,66,100,34
Larroque,171,200,29
Saint-Gauzens,790,800,10
Naves,699,700,1
Le Masnau-Massuguiès,299,300,1
Lasfaillades,75,100,25
Castelnau-de-Montmiral,957,1000,43
Durfort,275,300,25
Lamontélarié,64,100,36
Jonquières,471,500,29
Milhars,253,300,47
Lédas-et-Penthiès,161,200,39
Montauriol,57,100,43
Saint-Juéry,6797,7000,203
Almayrac,293,300,7
Roussayrolles,71,100,29
Frausseilles,97,100,3
Saint-Lieux-Lafenasse,449,500,51
Sémalens,1979,2000,21
Donnazac,84,100,16
Mazamet,9995,10000,5
Lacapelle-Pinet,69,100,31
Montgey,287,300,13
Vieux,175,200,25
Espérausses,157,200,43
Saint-Amancet,174,200,26
Fraissines,93,100,7
Rayssac,248,300,52
Mont-Roc,177,200,23
Garrigues,287,300,13
Valence-d'Albigeois,1295,1300,5
Rouffiac,569,600,31
Mézens,398,400,2
Marnaves,78,100,22
Montredon-Labessonnié,2078,2100,22
Milhavet,86,100,14
Lacougotte-Cadoul,163,200,37
Castelnau-de-Brassac,763,800,37
Dourgne,1287,1300,13
Trévien,193,200,7
Cambon-lès-Lavaur,262,300,38
Brassac,1396,1400,4
Sérénac,483,500,17
Payrin-Augmontel,2188,2200,12
Fauch,490,500,10
Labastide-Rouairoux,1539,1600,61
Lacabarède,290,300,10
Saint-Jean-de-Vals,73,100,27
Viterbe,352,400,48
Belleserre,167,200,33
Sauveterre,179,200,21
Lasgraisses,374,400,26
Montirat,262,300,38
Salles,195,200,5
Lacaune,2603,2700,97
Labastide-de-Lévis,983,1000,17
Andouque,384,400,16
Montpinier,175,200,25
Lavaur,10148,10400,252
Serviès,597,600,3
Peyrole,491,500,9
Castanet,186,200,14
Lacrouzette,1731,1800,69
Carbes,177,200,23
Cuq,479,500,21
Puycelsi,474,500,26
Padiès,195,200,5
Curvalle,446,500,54
Saliès,781,800,19
Pratviel,82,100,18
Verdalle,948,1000,52
Loupiac,396,400,4
Blaye-les-Mines,3074,3100,26
Bournazel,177,200,23
Labarthe-Bleys,83,100,17
Alban,992,1000,8
Bannières,177,200,23
Graulhet,11955,12200,245
Saint-Amans-Soult,1677,1700,23
Teillet,456,500,44
Pont-de-Larn,2874,2900,26
Angles,531,600,69
Saint-Michel-de-Vax,68,100,32
Assac,156,200,44
Saint-Salvi-de-Carcavès,92,100,8
Aussillon,6459,6600,141
Penne,563,600,37
Moularès,271,300,29
Carlus,665,700,35
Puéchoursi,87,100,13
Mirandol-Bourgnounac,1084,1100,16
Puybegon,597,600,3
Péchaudier,180,200,20
Labastide-Dénat,375,400,25
Laboutarie,449,500,51
Arifat,156,200,44
Courris,82,100,18
Saint-Michel-Labadié,83,100,17
Le Sequestre,1543,1600,57
Le Vintrou,85,100,15
Le Fraysse,387,400,13
Missècle,93,100,7
Amarens,70,100,30
Saint-Salvy-de-la-Balme,556,600,44
Arfons,182,200,18
Cestayrols,478,500,22
Marsal,279,300,21
Carmaux,10116,10200,84
Aussac,276,300,24
Souel,186,200,14
Castres,42314,43000,686
Peyregoux,94,100,6
Roquemaure,386,400,14
Boissezon,389,400,11
Bernac,174,200,26
Loubers,93,100,7
Valderiès,838,900,62
Cammazes,298,300,2
Belcastel,196,200,4
Maurens-Scopont,174,200,26
Rivières,890,900,10
Teulat,484,500,16
Saint-Vincent,299,300,1
Montagudet,189,200,11
Gimat,185,200,15
Cayrac,499,500,1
Montjoi,181,200,19
Saint-Projet,299,300,1
Mirabel,992,1000,8
Génébrières,591,600,9
Saint-Cirice,168,200,32
Castelsarrasin,12770,13000,230
Auterive,61,100,39
Durfort-Lacapelette,798,800,2
Saint-Amans-du-Pech,193,200,7
Mansonville,273,300,27
Labarthe,365,400,35
Cumont,58,100,42
Bardigues,257,300,43
Labourgade,166,200,34
Montbarla,162,200,38
Saint-Loup,492,500,8
Moissac,12192,12300,108
Comberouger,293,300,7
Piquecos,399,400,1
Poupas,97,100,3
Sérignac,487,500,13
Espinas,176,200,24
Marsac,177,200,23
Roquecor,431,500,69
Le Causé,148,200,52
Brassac,260,300,40
Lizac,482,500,18
L'Honor-de-Cos,1571,1600,29
Montgaillard,99,100,1
Faudoas,291,300,9
Gramont,153,200,47
Montastruc,275,300,25
Touffailles,396,400,4
Féneyrols,170,200,30
Barthes,488,500,12
Auvillar,960,1000,40
Cayriech,259,300,41
Lacour,181,200,19
Léojac,1089,1100,11
Varen,674,700,26
Lacapelle-Livron,184,200,16
Puylaroque,671,700,29
Sauveterre,167,200,33
Cordes-Tolosannes,272,300,28
Lapenche,170,200,30
Puygaillard-de-Lomagne,61,100,39
Saint-Jean-du-Bouzet,65,100,35
Tréjouls,260,300,40
Saint-Nicolas-de-la-Grave,2140,2200,60
Montesquieu,785,800,15
Bourg-de-Visa,398,400,2
Lamagistère,1162,1200,38
Glatens,69,100,31
Monbéqui,587,600,13
Mouillac,92,100,8
Boudou,692,700,8
Claviers,583,600,17
La Londe-les-Maures,9870,10000,130
Sainte-Maxime,12938,13700,762
Rians,4197,4200,3
Ramatuelle,2183,2300,117
La Garde,25930,26200,270
Puget-sur-Argens,6587,6900,313
Sanary-sur-Mer,16429,17100,671
Hyères,54600,55100,500
La Valette-du-Var,20754,21400,646
Ollioules,12774,13000,226
Bargemon,1496,1500,4
Tanneron,1468,1500,32
Aups,2095,2100,5
La Martre,183,200,17
Évenos,2137,2200,63
Seillans,2530,2600,70
Adrets-de-l'Estérel,2629,2700,71
Châteauvieux,76,100,24
Draguignan,36391,36600,209
Moissac-Bellevue,284,300,16
Fréjus,51839,52700,861
Signes,2801,2900,99
Grimaud,4171,4300,129
